"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 16, 2019","672","670","676","668","0.49K","0.00%"
"Sep 13, 2019","672","674","678","670","0.38K","-0.30%"
"Sep 12, 2019","674","676","682","674","0.59K","0.00%"
"Sep 11, 2019","674","678","678","674","0.51K","-0.59%"
"Sep 10, 2019","678","674","682","672","0.46K","0.89%"
"Sep 09, 2019","672","672","676","668","1.02K","0.00%"
"Sep 06, 2019","672","674","678","668","1.01K","-0.30%"
"Sep 05, 2019","674","676","676","670","0.28K","0.90%"
"Sep 04, 2019","668","674","674","668","0.54K","-1.18%"
"Sep 03, 2019","676","678","680","676","0.24K","-0.29%"
"Sep 02, 2019","678","678","682","676","0.23K","0.30%"
"Aug 30, 2019","676","686","686","674","0.28K","-0.59%"
"Aug 29, 2019","680","678","684","678","0.42K","0.29%"
"Aug 28, 2019","678","676","680","674","0.55K","0.00%"
"Aug 27, 2019","678","680","688","676","0.64K","0.00%"
"Aug 26, 2019","678","678","680","676","0.38K","0.30%"
"Aug 23, 2019","676","680","682","676","0.32K","-1.17%"
"Aug 22, 2019","684","680","684","676","0.31K","1.18%"
"Aug 21, 2019","676","686","688","670","1.14K","0.90%"
"Aug 20, 2019","670","678","682","670","0.59K","0.30%"
"Aug 19, 2019","668","674","688","666","0.86K","-2.34%"
"Aug 16, 2019","684","670","684","662","1.45K","0.59%"
"Aug 15, 2019","680","686","688","680","1.19K","-0.87%"
"Aug 14, 2019","686","684","690","682","0.38K","0.29%"
"Aug 13, 2019","684","690","692","684","0.42K","-1.16%"
"Aug 12, 2019","692","694","696","686","0.50K","0.87%"
"Aug 09, 2019","686","688","692","686","0.48K","0.00%"
"Aug 08, 2019","686","686","688","680","0.52K","0.00%"
"Aug 07, 2019","686","684","688","684","0.17K","0.59%"
"Aug 06, 2019","682","682","690","682","0.47K","0.00%"
"Aug 05, 2019","682","690","690","682","0.45K","-1.16%"
"Aug 02, 2019","690","690","696","688","0.42K","0.29%"
"Aug 01, 2019","688","686","692","686","0.62K","0.00%"
"Jul 31, 2019","688","692","694","686","0.67K","-0.58%"
"Jul 30, 2019","692","690","694","688","0.48K","0.29%"
"Jul 29, 2019","690","694","696","690","0.63K","-0.29%"
"Jul 26, 2019","692","690","694","690","0.23K","0.29%"
"Jul 25, 2019","690","694","694","688","0.42K","0.00%"
"Jul 24, 2019","690","694","696","688","0.50K","-0.86%"
"Jul 23, 2019","696","696","696","690","0.24K","0.87%"
"Jul 22, 2019","690","694","694","690","0.29K","0.00%"
"Jul 19, 2019","690","696","696","690","0.42K","-0.86%"
"Jul 18, 2019","696","698","698","690","1.00K","-0.29%"
"Jul 17, 2019","698","704","706","696","0.62K","-0.85%"
"Jul 16, 2019","704","696","706","694","0.76K","1.44%"
"Jul 15, 2019","694","700","708","692","1.09K","-0.29%"
"Jul 12, 2019","696","694","696","692","0.38K","0.29%"
"Jul 11, 2019","694","698","700","694","0.47K","-0.57%"
"Jul 10, 2019","698","696","698","690","0.59K","0.58%"
"Jul 09, 2019","694","696","696","690","0.34K","0.58%"
"Jul 08, 2019","690","690","696","688","0.94K","-0.29%"
"Jul 05, 2019","692","690","696","686","0.69K","0.87%"
"Jul 04, 2019","686","688","694","680","1.15K","-0.29%"
"Jul 03, 2019","688","700","700","688","0.56K","-1.71%"
"Jul 02, 2019","700","690","700","686","1.55K","2.34%"
"Jul 01, 2019","684","686","690","684","0.77K","0.00%"
"Jun 28, 2019","684","680","684","676","0.50K","1.18%"
"Jun 27, 2019","676","682","684","674","0.81K","-1.17%"
"Jun 26, 2019","684","684","686","680","0.30K","0.00%"
"Jun 25, 2019","684","688","690","680","0.51K","0.00%"
"Jun 24, 2019","684","692","692","684","0.41K","-0.58%"
"Jun 21, 2019","688","696","698","680","0.96K","-1.15%"
"Jun 20, 2019","696","686","696","684","1.48K","1.75%"
"Jun 19, 2019","684","690","690","682","0.33K","0.29%"
"Jun 18, 2019","682","680","686","676","0.69K","1.19%"
"Jun 17, 2019","674","670","678","670","0.63K","0.00%"
"Jun 14, 2019","674","680","680","674","0.18K","-0.59%"
"Jun 13, 2019","678","678","684","672","0.44K","0.30%"
"Jun 12, 2019","676","680","680","670","0.97K","1.50%"
"Jun 11, 2019","666","686","692","666","1.63K","-2.35%"
"Jun 07, 2019","682","684","688","678","0.48K","-0.29%"
"Jun 06, 2019","684","680","686","680","0.78K","0.59%"
"Jun 04, 2019","680","686","688","680","0.49K","-0.87%"
"Jun 03, 2019","686","684","690","680","0.73K","0.29%"
"May 29, 2019","684","682","690","682","0.68K","0.00%"
"May 28, 2019","684","682","692","682","0.57K","-0.87%"
"May 27, 2019","690","688","696","682","1.12K","-0.29%"
"May 24, 2019","692","690","696","690","0.46K","0.29%"
"May 23, 2019","690","698","700","690","0.74K","-0.86%"
"May 22, 2019","696","690","696","690","0.67K","0.87%"
"May 21, 2019","690","694","700","690","1.13K","-0.58%"
"May 20, 2019","694","688","694","686","0.40K","1.17%"
"May 16, 2019","686","690","698","686","1.05K","-0.87%"
"May 15, 2019","692","696","700","688","0.79K","0.29%"
"May 14, 2019","690","694","698","690","0.47K","1.17%"
"May 13, 2019","682","692","696","680","1.15K","-2.29%"
"May 10, 2019","698","704","704","694","1.28K","-0.29%"
"May 09, 2019","700","682","710","682","3.16K","1.45%"
"May 08, 2019","690","676","690","676","0.77K","2.07%"
"May 07, 2019","676","688","690","662","1.27K","-1.46%"
"May 06, 2019","686","684","688","678","0.77K","0.88%"
"May 03, 2019","680","694","694","680","0.93K","-0.87%"
"May 02, 2019","686","692","696","686","0.82K","-0.87%"
"May 01, 2019","692","700","700","692","0.83K","-0.86%"
"Apr 30, 2019","698","700","700","694","0.41K","0.00%"
"Apr 29, 2019","698","692","698","690","0.92K","-0.29%"
"Apr 26, 2019","700","694","700","690","0.63K","1.45%"
"Apr 25, 2019","690","698","700","690","1.05K","-0.86%"
"Apr 24, 2019","696","698","700","694","0.87K","-0.57%"
"Apr 23, 2019","700","700","702","690","2.08K","0.86%"
"Apr 17, 2019","694","700","700","692","0.66K","-0.86%"
"Apr 16, 2019","700","694","700","684","0.69K","0.86%"
"Apr 15, 2019","694","698","698","690","0.87K","0.87%"
"Apr 12, 2019","688","690","696","688","0.98K","-1.15%"
"Apr 11, 2019","696","690","696","690","0.65K","0.87%"
"Apr 10, 2019","690","686","690","684","0.53K","0.58%"
"Apr 09, 2019","686","686","686","680","0.17K","0.88%"
"Apr 08, 2019","680","692","692","680","1.28K","-0.58%"
"Apr 05, 2019","684","684","690","684","0.32K","0.29%"
"Apr 04, 2019","682","684","684","678","0.78K","-0.29%"
"Apr 03, 2019","684","682","684","680","0.24K","0.59%"
"Apr 02, 2019","680","674","684","672","1.00K","-0.29%"
"Apr 01, 2019","682","678","684","672","0.97K","0.59%"
"Mar 29, 2019","678","680","688","678","0.85K","-0.29%"
"Mar 28, 2019","680","686","686","678","0.75K","-0.58%"
"Mar 27, 2019","684","682","686","680","0.44K","0.29%"
"Mar 26, 2019","682","684","684","678","0.52K","0.29%"
"Mar 25, 2019","680","688","688","678","0.81K","-1.73%"
"Mar 22, 2019","692","688","696","688","0.87K","0.58%"
"Mar 21, 2019","688","686","688","682","0.65K","0.29%"
"Mar 20, 2019","686","688","690","680","0.92K","0.00%"
"Mar 19, 2019","686","682","688","680","0.37K","0.00%"
"Mar 18, 2019","686","694","694","684","1.28K","-1.15%"
"Mar 15, 2019","694","680","694","680","1.75K","2.06%"
"Mar 14, 2019","680","672","680","670","0.33K","1.19%"
"Mar 13, 2019","672","664","678","664","0.47K","-0.88%"
"Mar 12, 2019","678","682","682","662","0.63K","0.00%"
"Mar 11, 2019","678","682","690","678","1.19K","-0.59%"
"Mar 08, 2019","682","686","686","678","0.29K","-0.58%"
"Mar 07, 2019","686","684","686","680","0.50K","0.29%"
"Mar 06, 2019","684","680","686","676","0.59K","-0.29%"
"Mar 05, 2019","686","684","690","680","0.73K","0.29%"
"Mar 04, 2019","684","674","686","672","1.47K","1.48%"
"Mar 01, 2019","674","664","678","660","1.04K","1.51%"
"Feb 28, 2019","664","662","664","658","0.81K","-0.30%"
"Feb 27, 2019","666","654","666","654","0.85K","0.91%"
"Feb 26, 2019","660","658","660","654","0.67K","0.30%"
"Feb 25, 2019","658","658","666","658","0.98K","0.00%"
"Feb 22, 2019","658","654","660","648","1.60K","0.61%"
"Feb 21, 2019","654","650","654","644","0.36K","0.62%"
"Feb 20, 2019","650","656","656","642","0.99K","0.00%"
"Feb 19, 2019","650","650","656","650","0.36K","0.00%"
"Feb 18, 2019","650","646","654","646","1.16K","-0.31%"
"Feb 15, 2019","652","650","656","648","0.25K","0.62%"
"Feb 14, 2019","648","654","654","642","0.62K","-0.61%"
"Feb 13, 2019","652","650","654","642","1.31K","0.62%"
"Feb 12, 2019","648","646","654","646","0.08K","0.62%"
"Feb 11, 2019","644","648","658","642","0.72K","-0.62%"
"Feb 08, 2019","648","648","654","644","0.81K","0.00%"
"Feb 07, 2019","648","658","658","642","0.34K","-0.31%"
"Feb 06, 2019","650","658","660","650","0.69K","-1.22%"
"Feb 05, 2019","658","650","658","650","0.51K","1.23%"
"Feb 04, 2019","650","648","650","642","0.85K","0.31%"
"Feb 01, 2019","648","648","650","642","0.57K","0.31%"
"Jan 31, 2019","646","648","648","644","0.26K","-0.31%"
"Jan 30, 2019","648","648","650","642","0.48K","0.00%"
"Jan 29, 2019","648","650","650","644","0.73K","-0.31%"
"Jan 28, 2019","650","648","650","642","0.58K","0.31%"
"Jan 25, 2019","648","646","650","642","0.62K","1.25%"
"Jan 24, 2019","640","640","646","640","0.52K","-1.23%"
"Jan 23, 2019","648","646","650","642","0.88K","0.62%"
"Jan 22, 2019","644","650","650","642","0.49K","-0.62%"
"Jan 21, 2019","648","644","648","642","0.55K","0.62%"
"Jan 18, 2019","644","648","648","642","0.34K","-0.62%"
"Jan 17, 2019","648","648","648","640","0.43K","1.89%"
"Jan 16, 2019","636","640","640","630","0.53K","0.00%"
"Jan 15, 2019","636","646","646","636","0.54K","-0.31%"
"Jan 14, 2019","638","636","650","636","0.65K","0.63%"
"Jan 11, 2019","634","632","642","632","0.52K","-1.25%"
"Jan 10, 2019","642","648","652","626","0.93K","-0.62%"
"Jan 09, 2019","646","634","648","634","0.58K","0.94%"
"Jan 08, 2019","640","624","640","624","0.81K","2.56%"
"Jan 07, 2019","624","620","628","620","0.53K","-0.95%"
"Jan 04, 2019","630","624","634","624","0.67K","-0.32%"
"Jan 03, 2019","632","632","638","628","0.33K","0.00%"
"Jan 02, 2019","632","638","638","624","0.26K","0.00%"
