"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 24, 2019","13.54","13.81","13.90","13.48","386.11K","-1.74%"
"Apr 23, 2019","13.78","14.00","14.00","13.55","395.55K","-1.99%"
"Apr 17, 2019","14.06","13.73","14.10","13.66","349.51K","2.40%"
"Apr 16, 2019","13.73","13.90","13.90","13.55","508.73K","-1.93%"
"Apr 15, 2019","14.00","13.69","14.03","13.65","536.87K","3.09%"
"Apr 12, 2019","13.58","13.72","13.72","13.40","301.20K","0.82%"
"Apr 11, 2019","13.47","13.42","13.75","13.42","307.18K","0.67%"
"Apr 10, 2019","13.38","13.45","13.55","13.30","262.46K","-0.30%"
"Apr 09, 2019","13.42","13.89","13.89","13.32","268.21K","-3.03%"
"Apr 08, 2019","13.84","14.11","14.14","13.75","315.46K","-1.42%"
"Apr 05, 2019","14.04","13.65","14.19","13.65","558.36K","2.93%"
"Apr 04, 2019","13.64","13.83","14.05","13.60","252.52K","-1.23%"
"Apr 03, 2019","13.81","13.16","13.92","13.16","720.53K","5.02%"
"Apr 02, 2019","13.15","13.36","13.44","13.06","314.38K","-1.87%"
"Apr 01, 2019","13.40","13.45","13.47","13.16","281.15K","-0.30%"
"Mar 29, 2019","13.44","13.59","13.64","13.37","195.63K","-1.03%"
"Mar 28, 2019","13.58","13.44","13.67","13.22","350.28K","2.03%"
"Mar 27, 2019","13.31","13.43","13.59","13.28","458.94K","-0.75%"
"Mar 26, 2019","13.41","13.49","13.51","13.28","191.89K","-0.59%"
"Mar 25, 2019","13.49","13.41","13.53","13.26","557.26K","-0.22%"
"Mar 22, 2019","13.52","13.81","13.88","13.48","587.95K","-2.31%"
"Mar 21, 2019","13.84","14.02","14.07","13.75","447.75K","-1.77%"
"Mar 20, 2019","14.09","14.49","14.49","14.09","261.34K","-2.08%"
"Mar 19, 2019","14.39","14.33","14.48","14.18","216.03K","0.63%"
"Mar 18, 2019","14.30","14.67","14.67","14.27","400.47K","-1.92%"
"Mar 15, 2019","14.58","14.90","14.90","14.46","280.26K","-1.42%"
"Mar 14, 2019","14.79","14.64","14.79","14.39","306.29K","1.65%"
"Mar 13, 2019","14.55","14.97","15.25","14.55","511.72K","-3.19%"
"Mar 12, 2019","15.03","14.62","15.03","14.50","400.87K","2.31%"
"Mar 11, 2019","14.69","15.24","15.24","14.65","385.31K","-2.91%"
"Mar 08, 2019","15.13","15.70","15.82","15.05","484.66K","-4.84%"
"Mar 07, 2019","15.90","16.24","16.31","15.90","618.98K","-2.09%"
"Mar 06, 2019","16.24","16.25","16.30","16.18","159.78K","0.43%"
"Mar 05, 2019","16.17","16.01","16.21","15.83","353.40K","0.12%"
"Mar 04, 2019","16.15","16.37","16.47","16.09","246.88K","-1.34%"
"Mar 01, 2019","16.37","16.61","16.65","16.36","281.70K","-1.44%"
"Feb 28, 2019","16.61","16.50","16.79","16.40","307.16K","-0.24%"
"Feb 27, 2019","16.65","16.50","16.85","16.50","349.78K","-0.06%"
"Feb 26, 2019","16.66","16.66","16.94","16.50","372.44K","-0.24%"
"Feb 25, 2019","16.70","16.71","16.83","16.61","436.28K","0.00%"
"Feb 22, 2019","16.70","16.50","16.70","16.46","132.26K","0.66%"
"Feb 21, 2019","16.59","16.57","16.65","16.52","272.67K","-0.66%"
"Feb 20, 2019","16.70","16.73","17.00","16.58","293.15K","-0.65%"
"Feb 19, 2019","16.81","16.98","17.03","16.76","236.82K","-1.00%"
"Feb 18, 2019","16.98","16.87","17.04","16.87","442.17K","-0.18%"
"Feb 15, 2019","17.01","16.91","17.19","16.88","241.03K","0.41%"
"Feb 14, 2019","16.94","17.16","17.29","16.90","385.57K","-1.80%"
"Feb 13, 2019","17.25","17.30","17.42","17.10","328.52K","-0.12%"
"Feb 12, 2019","17.27","17.31","17.40","17.19","158.82K","-0.23%"
"Feb 11, 2019","17.31","17.27","17.45","17.24","89.42K","-0.06%"
"Feb 08, 2019","17.32","17.30","17.41","17.10","261.26K","-0.17%"
"Feb 07, 2019","17.35","17.61","17.73","17.32","205.44K","-1.64%"
"Feb 06, 2019","17.64","17.43","17.75","17.43","318.55K","1.15%"
"Feb 05, 2019","17.44","17.77","17.86","17.19","422.76K","-1.91%"
"Feb 04, 2019","17.78","17.56","17.82","17.47","358.48K","1.43%"
"Feb 01, 2019","17.53","17.55","17.90","17.52","551.13K","0.40%"
"Jan 31, 2019","17.46","17.60","17.71","17.46","272.83K","-0.57%"
"Jan 30, 2019","17.56","17.30","17.67","17.29","197.74K","1.80%"
"Jan 29, 2019","17.25","17.49","17.81","17.20","503.75K","-1.32%"
"Jan 28, 2019","17.48","17.41","17.63","17.41","164.26K","0.06%"
"Jan 25, 2019","17.47","17.41","17.70","17.41","317.72K","0.81%"
"Jan 24, 2019","17.33","17.40","17.40","17.18","138.52K","-0.40%"
"Jan 23, 2019","17.40","17.01","17.49","16.98","520.77K","1.69%"
"Jan 22, 2019","17.11","17.00","17.15","16.90","374.97K","0.47%"
"Jan 21, 2019","17.03","17.39","17.42","17.02","291.75K","-1.56%"
"Jan 18, 2019","17.30","17.19","17.41","17.16","397.65K","0.93%"
"Jan 17, 2019","17.14","16.78","17.25","16.60","357.00K","1.96%"
"Jan 16, 2019","16.81","16.89","17.20","16.65","488.52K","-0.06%"
"Jan 15, 2019","16.82","16.72","16.90","16.71","506.88K","1.02%"
"Jan 14, 2019","16.65","16.38","16.70","16.30","390.76K","1.65%"
"Jan 11, 2019","16.38","16.02","16.80","16.02","474.18K","2.25%"
"Jan 10, 2019","16.02","16.20","16.63","15.93","712.94K","-1.84%"
"Jan 09, 2019","16.32","16.37","16.70","16.04","581.71K","-0.18%"
"Jan 08, 2019","16.35","16.39","16.75","16.34","487.06K","-0.24%"
"Jan 07, 2019","16.39","15.76","16.42","15.70","690.06K","4.26%"
"Jan 04, 2019","15.72","15.22","15.74","15.22","288.43K","3.35%"
"Jan 03, 2019","15.21","15.08","15.83","15.07","628.44K","0.93%"
"Jan 02, 2019","15.07","15.05","15.28","15.00","236.30K","0.07%"
