"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 11, 2019","11.90","12.07","12.15","11.78","1.67M","-2.14%"
"Mar 08, 2019","12.16","12.35","12.44","11.94","2.54M","-2.95%"
"Mar 07, 2019","12.53","12.55","12.73","12.44","2.40M","-0.95%"
"Mar 06, 2019","12.65","12.64","12.84","12.60","2.14M","-0.78%"
"Mar 05, 2019","12.75","12.68","12.85","12.56","2.32M","-0.08%"
"Mar 04, 2019","12.76","12.75","12.90","12.60","2.17M","0.63%"
"Mar 01, 2019","12.68","12.08","12.81","12.08","4.52M","4.71%"
"Feb 28, 2019","12.11","12.32","12.39","12.03","2.08M","-1.10%"
"Feb 27, 2019","12.24","12.25","12.35","12.07","2.44M","-1.01%"
"Feb 26, 2019","12.37","12.19","12.48","12.03","2.69M","1.73%"
"Feb 25, 2019","12.16","12.15","12.16","12.03","1.62M","0.66%"
"Feb 22, 2019","12.08","12.03","12.10","11.99","1.18M","0.42%"
"Feb 21, 2019","12.03","11.92","12.05","11.80","1.70M","-0.04%"
"Feb 20, 2019","12.03","11.98","12.27","11.90","3.32M","1.13%"
"Feb 19, 2019","11.90","11.89","12.09","11.65","3.52M","1.06%"
"Feb 18, 2019","11.77","11.72","11.98","11.72","1.84M","-0.55%"
"Feb 15, 2019","11.84","11.55","11.84","11.44","3.02M","2.07%"
"Feb 14, 2019","11.60","11.66","11.94","11.60","5.69M","-0.77%"
"Feb 13, 2019","11.69","11.36","11.85","11.24","4.57M","3.54%"
"Feb 12, 2019","11.29","11.48","11.48","11.06","4.99M","-0.44%"
"Feb 11, 2019","11.34","11.24","11.47","11.21","2.12M","2.07%"
"Feb 08, 2019","11.11","11.18","11.26","11.06","2.12M","-0.36%"
"Feb 07, 2019","11.15","11.48","11.53","11.12","3.13M","-3.59%"
"Feb 06, 2019","11.56","11.45","11.69","11.41","2.42M","0.74%"
"Feb 05, 2019","11.48","11.07","11.59","11.07","2.93M","2.68%"
"Feb 04, 2019","11.18","11.05","11.32","10.83","8.03M","-2.27%"
"Feb 01, 2019","11.44","11.03","11.44","10.92","3.40M","3.72%"
"Jan 31, 2019","11.03","10.97","11.11","10.94","2.50M","-0.14%"
"Jan 30, 2019","11.05","10.90","11.10","10.84","2.57M","1.19%"
"Jan 29, 2019","10.91","10.68","10.95","10.68","1.50M","1.06%"
"Jan 28, 2019","10.80","10.82","11.03","10.66","1.59M","-1.86%"
"Jan 25, 2019","11.01","10.56","11.18","10.56","2.65M","3.04%"
"Jan 24, 2019","10.68","9.81","11.10","9.81","2.37M","-2.82%"
"Jan 23, 2019","10.99","10.85","11.20","10.77","4.39M","1.20%"
"Jan 22, 2019","10.86","10.30","10.94","10.22","4.61M","4.02%"
"Jan 21, 2019","10.44","10.18","10.54","10.05","2.97M","3.26%"
"Jan 18, 2019","10.11","9.69","10.13","9.55","7.44M","0.90%"
"Jan 17, 2019","10.02","10.03","10.14","9.93","2.26M","-0.30%"
"Jan 16, 2019","10.05","10.03","10.28","10.03","3.21M","0.30%"
"Jan 15, 2019","10.02","10.45","10.45","9.99","2.01M","-2.77%"
"Jan 14, 2019","10.31","10.55","10.56","10.19","1.41M","-1.95%"
"Jan 11, 2019","10.51","10.62","10.65","10.42","1.33M","-0.57%"
"Jan 10, 2019","10.57","10.50","10.70","10.36","1.51M","0.76%"
"Jan 09, 2019","10.49","10.75","10.86","10.46","1.42M","-1.41%"
"Jan 08, 2019","10.64","10.40","10.70","10.32","1.43M","-0.28%"
"Jan 07, 2019","10.67","10.59","10.70","10.35","1.14M","1.04%"
"Jan 04, 2019","10.56","10.55","10.59","10.36","920.10K","2.13%"
"Jan 03, 2019","10.34","10.56","10.64","10.32","1.04M","-1.66%"
"Jan 02, 2019","10.52","10.65","10.66","10.21","1.02M","-1.73%"
